Question,Answer
Is it okay to throw used milk carton here?,You should place used milk carton in the dry/recyclable waste bin.
Where do I throw my used empty deodorant?,You should place used empty deodorant in the dry/recyclable waste bin.
How do I dispose of a used empty deodorant?,You should place used empty deodorant in the dry/recyclable waste bin.
Can I throw away used empty deodorant in the trash?,You should place used empty deodorant in the dry/recyclable waste bin.
Which bin does used empty deodorant go into?,You should place used empty deodorant in the dry/recyclable waste bin.
Is it okay to throw used empty deodorant here?,You should place used empty deodorant in the dry/recyclable waste bin.
Where do I throw my empty plastic bottle?,You should place empty plastic bottle in the dry/recyclable waste bin.
How do I dispose of a empty plastic bottle?,You should place empty plastic bottle in the dry/recyclable waste bin.
Can I throw away empty plastic bottle in the trash?,You should place empty plastic bottle in the dry/recyclable waste bin.
Which bin does empty plastic bottle go into?,You should place empty plastic bottle in the dry/recyclable waste bin.
Is it okay to throw empty plastic bottle here?,You should place empty plastic bottle in the dry/recyclable waste bin.
Where do I throw my empty cardboard?,You should place empty cardboard in the dry/recyclable waste bin.
How do I dispose of a empty cardboard?,You should place empty cardboard in the dry/recyclable waste bin.
Can I throw away empty cardboard in the trash?,You should place empty cardboard in the dry/recyclable waste bin.
Which bin does empty cardboard go into?,You should place empty cardboard in the dry/recyclable waste bin.
Is it okay to throw empty cardboard here?,You should place empty cardboard in the dry/recyclable waste bin.
Where do I throw my empty newspaper?,You should place empty newspaper in the dry/recyclable waste bin.
How do I dispose of a empty newspaper?,You should place empty newspaper in the dry/recyclable waste bin.
Can I throw away empty newspaper in the trash?,You should place empty newspaper in the dry/recyclable waste bin.
Which bin does empty newspaper go into?,You should place empty newspaper in the dry/recyclable waste bin.
Is it okay to throw empty newspaper here?,You should place empty newspaper in the dry/recyclable waste bin.
Where do I throw my empty magazine?,You should place empty magazine in the dry/recyclable waste bin.
How do I dispose of a empty magazine?,You should place empty magazine in the dry/recyclable waste bin.
Can I throw away empty magazine in the trash?,You should place empty magazine in the dry/recyclable waste bin.
Which bin does empty magazine go into?,You should place empty magazine in the dry/recyclable waste bin.
Is it okay to throw empty magazine here?,You should place empty magazine in the dry/recyclable waste bin.
Where do I throw my empty glass jar?,You should place empty glass jar in the dry/recyclable waste bin.
How do I dispose of a empty glass jar?,You should place empty glass jar in the dry/recyclable waste bin.
Can I throw away empty glass jar in the trash?,You should place empty glass jar in the dry/recyclable waste bin.
Which bin does empty glass jar go into?,You should place empty glass jar in the dry/recyclable waste bin.
Is it okay to throw empty glass jar here?,You should place empty glass jar in the dry/recyclable waste bin.
Where do I throw my empty tin can?,You should place empty tin can in the dry/recyclable waste bin.
How do I dispose of a empty tin can?,You should place empty tin can in the dry/recyclable waste bin.
Can I throw away empty tin can in the trash?,You should place empty tin can in the dry/recyclable waste bin.
Which bin does empty tin can go into?,You should place empty tin can in the dry/recyclable waste bin.
Is it okay to throw empty tin can here?,You should place empty tin can in the dry/recyclable waste bin.
Where do I throw my empty aluminum foil?,You should place empty aluminum foil in the dry/recyclable waste bin.
How do I dispose of a empty aluminum foil?,You should place empty aluminum foil in the dry/recyclable waste bin.
